oem,oem_norm,hr_raw,hr_code,matched
RTRNF0040MEZZ,RTRNF0040MEZZ,HR80611,HR 80611,0
RTRNF0042PEZZ,RTRNF0042PEZZ,HR80781,HR 80781,0
RTRNF0045PEZZ,RTRNF0045PEZZ,HR8816,HR 8816,1
RTRNF0047CEZZ,RTRNF0047CEZZ,HR80612,HR 80612,0
RTRNF0049MEZZ,RTRNF0049MEZZ,HR80142,HR 80142,1
RTRNF0049PEZZ,RTRNF0049PEZZ,HR80782,HR 80782,0
RTRNF0050PEZZ,RTRNF0050PEZZ,HR80783,HR 80783,0
RTRNF0054CEZZ,RTRNF0054CEZZ,HR8894,HR 8894,1
RTRNF0054PEZZ,RTRNF0054PEZZ,HR8894,HR 8894,1
RTRNF0055PEZZ,RTRNF0055PEZZ,HR80504,HR 80504,1
RTRNF0057CEZZ,RTRNF0057CEZZ,HR80446,HR 80446,1
RTRNF0057PEZZ,RTRNF0057PEZZ,HR80446,HR 80446,1
RTRNF0058CEZZ,RTRNF0058CEZZ,HR8895,HR 8895,1
RTRNF0058PEZZ,RTRNF0058PEZZ,HR8895,HR 8895,1
RTRNF0059CEZZ,RTRNF0059CEZZ,HR8895,HR 8895,1
RTRNF0059PEZZ,RTRNF0059PEZZ,HR8895,HR 8895,1
RTRNF0060CEZZ,RTRNF0060CEZZ,HR80785,HR 80785,1
RTRNF0060PEZZ,RTRNF0060PEZZ,HR80785,HR 80785,1
RTRNF0061CEZZ,RTRNF0061CEZZ,HR80786,HR 80786,0
RTRNF0061PEZZ,RTRNF0061PEZZ,HR80786,HR 80786,0
RTRNF0063CEZZ,RTRNF0063CEZZ,HR7809,HR 7809,1
RTRNF0063PEZZ,RTRNF0063PEZZ,HR7809,HR 7809,1
RTRNF0065CEZZ,RTRNF0065CEZZ,HR80787,HR 80787,0
RTRNF0067CEZZ,RTRNF0067CEZZ,HR8713,HR 8713,1
RTRNF0067PEZZ,RTRNF0067PEZZ,HR8713,HR 8713,1
RTRNF0069CEZZ,RTRNF0069CEZZ,HR7711,HR 7711,1
RTRNF0069PEZZ,RTRNF0069PEZZ,HR7711,HR 7711,1
RTRNF0071CEZZ,RTRNF0071CEZZ,HR80788,HR 80788,0
RTRNF0074CEZZ,RTRNF0074CEZZ,HR82100,HR 82100,1
RTRNF0074PEZZ,RTRNF0074PEZZ,HR82100,HR 82100,1
RTRNF0083PEZZ,RTRNF0083PEZZ,HR80789,HR 80789,0
RTRNF0085CEZZ,RTRNF0085CEZZ,HR82101,HR 82101,0
RTRNF0087PEZZ,RTRNF0087PEZZ,HR80790,HR 80790,0
RTRNF0101SEZZ,RTRNF0101SEZZ,HR82102,HR 82102,0
RTRNF0104PEZZ,RTRNF0104PEZZ,HR80519,HR 80519,0
RTRNF0115PEZZ,RTRNF0115PEZZ,HR7626,HR 7626,1
RTRNF0123CEZZ,RTRNF0123CEZZ,HR8897,HR 8897,1
RTRNF0123PEZZ,RTRNF0123PEZZ,HR8897,HR 8897,1
RTRNF0124PEZZ,RTRNF0124PEZZ,HR8898,HR 8898,1
RTRNF0138PEZZM,RTRNF0138PEZZM,HR80791,HR 80791,0
RTRNF013WJHZZ,RTRNF013WJHZZ,HR8829,HR 8829,1
RTRNF0141PEZZ,RTRNF0141PEZZ,HR80792,HR 80792,0
RTRNF0146PEZZ,RTRNF0146PEZZ,HR82103,HR 82103,0
RTRNF0147PEZZ,RTRNF0147PEZZ,HR80505,HR 80505,1
RTRNF0148PEZZ,RTRNF0148PEZZ,HR8544,HR 8544,1
RTRNF0149PEZZ,RTRNF0149PEZZ,HR8392,HR 8392,1
RTRNF014WJHZZ,RTRNF014WJHZZ,HR8830,HR 8830,1
RTRNF0150PEZZ,RTRNF0150PEZZ,HR80793,HR 80793,0
RTRNF0151PEZZ,RTRNF0151PEZZ,HR8544,HR 8544,1
RTRNF0156PEZZ,RTRNF0156PEZZ,HR8544,HR 8544,1
RTRNF015WJHZZ,RTRNF015WJHZZ,HR8810,HR 8810,1
RTRNF0187PEZZ,RTRNF0187PEZZ,HR82104,HR 82104,0
RTRNF0188PEZZ,RTRNF0188PEZZ,HR82105,HR 82105,0
RTRNF0194PEZZ,RTRNF0194PEZZ,HR80657,HR 80657,0
RTRNF0202PEZZ,RTRNF0202PEZZ,HR82106,HR 82106,0
RTRNF0204PEZZ,RTRNF0204PEZZ,HR82107,HR 82107,0
RTRNF0207PEZZ,RTRNF0207PEZZ,HR82108,HR 82108,0
RTRNF0213PEZZ,RTRNF0213PEZZ,HR8930,HR 8930,1
RTRNF0219PEZZ,RTRNF0219PEZZ,HR80659,HR 80659,0
RTRNF0228PEZZ,RTRNF0228PEZZ,HR80387,HR 80387,1
RTRNF0230CEZZ,RTRNF0230CEZZ,HR7626,HR 7626,1
RTRNF0230PEZZ,RTRNF0230PEZZ,HR7626,HR 7626,1
RTRNF0237PEZZ,RTRNF0237PEZZ,HR80415,HR 80415,1
RTRNF0341PEZZ,RTRNF0341PEZZ,HR80794,HR 80794,0
RTRNF1045CEZZ,RTRNF1045CEZZ,HR81677,HR 81677,0
RTRNF1112CEZZ,RTRNF1112CEZZ,HR7753,HR 7753,1
RTRNF1127CEZZ,RTRNF1127CEZZ,HR80796,HR 80796,0
RTRNF1134CEZZ,RTRNF1134CEZZ,HR5623,HR 5623,0
RTRNF1144CEZZ,RTRNF1144CEZZ,HR80797,HR 80797,0
RTRNF1182CEZZ,RTRNF1182CEZZ,HR6396,HR 6396,1
RTRNF1186CEZZ,RTRNF1186CEZZ,HR82110,HR 82110,0
RTRNF1200CEZZ,RTRNF1200CEZZ,HR82112,HR 82112,0
RTRNF1203CEZZ,RTRNF1203CEZZ,HR82111,HR 82111,0
RTRNF1204CEZZ,RTRNF1204CEZZ,HR80564,HR 80564,0
RTRNF1205CEZZ,RTRNF1205CEZZ,HR6396,HR 6396,1
RTRNF1210CEZZ,RTRNF1210CEZZ,HR82112,HR 82112,0
RTRNF1215CEZZ,RTRNF1215CEZZ,HR6123,HR 6123,1
RTRNF1216CEZZ,RTRNF1216CEZZ,HR6123,HR 6123,1
RTRNF1220CEZZ,RTRNF1220CEZZ,HR7050,HR 7050,1
RTRNF1222CEZZ,RTRNF1222CEZZ,HR82113,HR 82113,0
RTRNF1231CEZZ,RTRNF1231CEZZ,HR80800,HR 80800,0
RTRNF1232CEZZ,RTRNF1232CEZZ,HR6364,HR 6364,1
RTRNF1235CEZZ,RTRNF1235CEZZ,HR80801,HR 80801,0
RTRNF1245CEZZ,RTRNF1245CEZZ,HR8895,HR 8895,1
RTRNF1247CEZZ,RTRNF1247CEZZ,HR7348,HR 7348,1
RTRNF1250CEZZ,RTRNF1250CEZZ,HR6131,HR 6131,1
RTRNF1251CEZZ,RTRNF1251CEZZ,HR6363,HR 6363,1
RTRNF1252CEZZ,RTRNF1252CEZZ,HR6395,HR 6395,1
RTRNF1257CEZZ,RTRNF1257CEZZ,HR7348,HR 7348,1
RTRNF1260CEZZ,RTRNF1260CEZZ,HR80564,HR 80564,0
RTRNF1261CEZZ,RTRNF1261CEZZ,HR80564,HR 80564,0
RTRNF1278CEZZ,RTRNF1278CEZZ,HR82115,HR 82115,0
RTRNF1283CEZZ,RTRNF1283CEZZ,HR80802,HR 80802,0
RTRNF1301CEZZ,RTRNF1301CEZZ,HR80803,HR 80803,0
RTRNF1308CEZZ,RTRNF1308CEZZ,HR6376,HR 6376,1
RTRNF1308PEZZ,RTRNF1308PEZZ,HR6376,HR 6376,1
RTRNF1310CEZZ,RTRNF1310CEZZ,HR82116,HR 82116,0
RTRNF1313CEZZ,RTRNF1313CEZZ,HR80804,HR 80804,0
RTRNF1318CEZZ,RTRNF1318CEZZ,HR80805,HR 80805,0
RTRNF1322CEZZ,RTRNF1322CEZZ,HR80806,HR 80806,0
RTRNF1327CEZZ,RTRNF1327CEZZ,HR80807,HR 80807,0
RTRNF1332CEZZ,RTRNF1332CEZZ,HR80802,HR 80802,0
RTRNF1354CEZZ,RTRNF1354CEZZ,HR80808,HR 80808,0
RTRNF1357CEZZ,RTRNF1357CEZZ,HR80809,HR 80809,0
RTRNF1364CEZZ,RTRNF1364CEZZ,HR80810,HR 80810,0
RTRNF1366CEZZ,RTRNF1366CEZZ,HR6610,HR 6610,1
RTRNF1367CEZZ,RTRNF1367CEZZ,HR80811,HR 80811,0
RTRNF1368CEZZ,RTRNF1368CEZZ,HR82117,HR 82117,0
RTRNF1372CEZZ,RTRNF1372CEZZ,HR80461,HR 80461,1
RTRNF1374CEZZ,RTRNF1374CEZZ,HR6377,HR 6377,1
RTRNF1395CEZZ,RTRNF1395CEZZ,HR80812,HR 80812,0
RTRNF1406CEZZ,RTRNF1406CEZZ,HR82118,HR 82118,0
RTRNF1410CEZZ,RTRNF1410CEZZ,HR81001,HR 81001,0
RTRNF1412CEN1,RTRNF1412CEN1,HR7753,HR 7753,1
RTRNF1412CEZZ,RTRNF1412CEZZ,HR7753,HR 7753,1
RTRNF1414CEZZ,RTRNF1414CEZZ,HR8050,HR 8050,1
RTRNF1415CEZZ,RTRNF1415CEZZ,HR82119,HR 82119,0
RTRNF1416CEZZ,RTRNF1416CEZZ,HR7812,HR 7812,1
RTRNF1417CEZZ,RTRNF1417CEZZ,HR7847,HR 7847,1
RTRNF1419CEZZ,RTRNF1419CEZZ,HR7812,HR 7812,1
RTRNF1431CEZZ,RTRNF1431CEZZ,HR81511,HR 81511,0
RTRNF1442CEZZ,RTRNF1442CEZZ,HR7756,HR 7756,1
RTRNF1445CEZZ,RTRNF1445CEZZ,HR8893,HR 8893,1
RTRNF1446CEZZ,RTRNF1446CEZZ,HR80511,HR 80511,1
RTRNF1450CEZZ,RTRNF1450CEZZ,HR80810,HR 80810,0
RTRNF1452CEZZ,RTRNF1452CEZZ,HR82120,HR 82120,1
RTRNF1453CEZZ,RTRNF1453CEZZ,HR80813,HR 80813,0
RTRNF1458CEZZ,RTRNF1458CEZZ,HR80814,HR 80814,0
RTRNF1470CEZZ,RTRNF1470CEZZ,HR7847,HR 7847,1
RTRNF1477CEZZ,RTRNF1477CEZZ,HR82121,HR 82121,1
RTRNF1483CEZZ,RTRNF1483CEZZ,HR7761,HR 7761,1
RTRNF1484CEZZ,RTRNF1484CEZZ,HR7756,HR 7756,1
RTRNF1486CEZZ,RTRNF1486CEZZ,HR80815,HR 80815,0
RTRNF1493CEZZ,RTRNF1493CEZZ,HR80819,HR 80819,0
RTRNF1513CEZZ,RTRNF1513CEZZ,HR80817,HR 80817,0
RTRNF1532CEZZ,RTRNF1532CEZZ,HR82122,HR 82122,0
RTRNF1540CEZZ,RTRNF1540CEZZ,HR82123,HR 82123,0
RTRNF1550CEZZ,RTRNF1550CEZZ,HR81062,HR 81062,0
RTRNF1554CEZZ,RTRNF1554CEZZ,HR82124,HR 82124,0
RTRNF1562CEZZ,RTRNF1562CEZZ,HR6384,HR 6384,1
RTRNF1563CEZZ,RTRNF1563CEZZ,HR6266,HR 6266,1
RTRNF1564CEZZ,RTRNF1564CEZZ,HR6266,HR 6266,1
RTRNF1567CEZZ,RTRNF1567CEZZ,HR80818,HR 80818,0
RTRNF1581CEZZ,RTRNF1581CEZZ,HR7846,HR 7846,1
RTRNF1582CEZZ,RTRNF1582CEZZ,HR7760,HR 7760,1
RTRNF1584CEZZ,RTRNF1584CEZZ,HR80819,HR 80819,0
RTRNF1585CEZZ,RTRNF1585CEZZ,HR7846,HR 7846,1
RTRNF1588CEZZ,RTRNF1588CEZZ,HR80543,HR 80543,1
RTRNF1593CEZZ,RTRNF1593CEZZ,HR82125,HR 82125,0
RTRNF1601CEZZ,RTRNF1601CEZZ,HR82126,HR 82126,1
RTRNF1605CEZZ,RTRNF1605CEZZ,HR7760,HR 7760,1
RTRNF1607CEZZ,RTRNF1607CEZZ,HR80820,HR 80820,0
RTRNF1608CEZZ,RTRNF1608CEZZ,HR80821,HR 80821,0
RTRNF1609CEZZ,RTRNF1609CEZZ,HR80822,HR 80822,0
RTRNF1610CEZZ,RTRNF1610CEZZ,HR80823,HR 80823,0
RTRNF1619CEZZ,RTRNF1619CEZZ,HR7626,HR 7626,1
RTRNF1625CEZZ,RTRNF1625CEZZ,HR7790,HR 7790,1
RTRNF1627CEZZ,RTRNF1627CEZZ,HR7851,HR 7851,1
RTRNF1628CEZZ,RTRNF1628CEZZ,HR7851,HR 7851,1
RTRNF1630CEZZ,RTRNF1630CEZZ,HR7759,HR 7759,1
RTRNF1637CEZZ,RTRNF1637CEZZ,HR80824,HR 80824,0
RTRNF1642CEZZ,RTRNF1642CEZZ,HR82127,HR 82127,0
RTRNF1643CEZZ,RTRNF1643CEZZ,HR7807,HR 7807,1
RTRNF1644CEZZ,RTRNF1644CEZZ,HR82128,HR 82128,0
RTRNF1646CEZZ,RTRNF1646CEZZ,HR7855,HR 7855,1
RTRNF1651CEZZ,RTRNF1651CEZZ,HR7861,HR 7861,1
RTRNF1654CEZZ,RTRNF1654CEZZ,HR80825,HR 80825,0
RTRNF1656CEZZ,RTRNF1656CEZZ,HR82129,HR 82129,0
RTRNF1657CEZZ,RTRNF1657CEZZ,HR80826,HR 80826,0
RTRNF1659CEZZ,RTRNF1659CEZZ,HR80827,HR 80827,0
RTRNF1662CEZZ,RTRNF1662CEZZ,HR80828,HR 80828,0
RTRNF1665CEZZ,RTRNF1665CEZZ,HR7752,HR 7752,1
RTRNF1668CEZZ,RTRNF1668CEZZ,HR80829,HR 80829,0
RTRNF1677CEZZ,RTRNF1677CEZZ,HR80830,HR 80830,0
RTRNF1685CEZZ,RTRNF1685CEZZ,HR82130,HR 82130,0
RTRNF1686CEZZ,RTRNF1686CEZZ,HR82131,HR 82131,0
RTRNF1687CEZZ,RTRNF1687CEZZ,HR7773,HR 7773,1
RTRNF1689CEZZ,RTRNF1689CEZZ,HR7748,HR 7748,1
RTRNF1691CEZZ,RTRNF1691CEZZ,HR7763,HR 7763,1
RTRNF1692CEZZ,RTRNF1692CEZZ,HR6131,HR 6131,1
RTRNF1693CEZZ,RTRNF1693CEZZ,HR8310,HR 8310,1
RTRNF1694CEZZ,RTRNF1694CEZZ,HR8310,HR 8310,1
RTRNF1698CEZZ,RTRNF1698CEZZ,HR8383,HR 8383,1
RTRNF1699CEZZ,RTRNF1699CEZZ,HR80832,HR 80832,0
RTRNF1700CEZZ,RTRNF1700CEZZ,HR80833,HR 80833,0
RTRNF1702CEZZ,RTRNF1702CEZZ,HR80834,HR 80834,0
RTRNF1703CEZZ,RTRNF1703CEZZ,HR7864,HR 7864,1
RTRNF1707CEZZ,RTRNF1707CEZZ,HR80835,HR 80835,0
RTRNF1711CEZZ,RTRNF1711CEZZ,HR80836,HR 80836,0
RTRNF1713CEZZ,RTRNF1713CEZZ,HR80837,HR 80837,0
RTRNF1717CEZZ,RTRNF1717CEZZ,HR7758,HR 7758,1
RTRNF1720CEZZ,RTRNF1720CEZZ,HR80838,HR 80838,0
RTRNF1726CEZZ,RTRNF1726CEZZ,HR80491,HR 80491,0
RTRNF1727CEZZ,RTRNF1727CEZZ,HR82132,HR 82132,0
RTRNF1734CEZZ,RTRNF1734CEZZ,HR80845,HR 80845,0
RTRNF1735CEZZ,RTRNF1735CEZZ,HR80527,HR 80527,1
RTRNF1736CEZZ,RTRNF1736CEZZ,HR80839,HR 80839,0
RTRNF1742CEZZ,RTRNF1742CEZZ,HR80845,HR 80845,0
RTRNF1744CEZZ,RTRNF1744CEZZ,HR80840,HR 80840,0
RTRNF1747CEZZ,RTRNF1747CEZZ,HR80841,HR 80841,0
RTRNF1748CEZZ,RTRNF1748CEZZ,HR80845,HR 80845,0
RTRNF1749CEZZ,RTRNF1749CEZZ,HR80544,HR 80544,0
RTRNF1751CEZZ,RTRNF1751CEZZ,HR7675,HR 7675,1
RTRNF1754CEZZ,RTRNF1754CEZZ,HR8815,HR 8815,1
RTRNF1756CEZZ,RTRNF1756CEZZ,HR80843,HR 80843,0
RTRNF1757CEZZ,RTRNF1757CEZZ,HR82133,HR 82133,0
RTRNF1758CEZZ,RTRNF1758CEZZ,HR80844,HR 80844,0
RTRNF1759CEZZ,RTRNF1759CEZZ,HR80846,HR 80846,0
RTRNF1768CEZZ,RTRNF1768CEZZ,HR6224,HR 6224,1
RTRNF1771CEZZ,RTRNF1771CEZZ,HR80847,HR 80847,0
RTRNF1773CEZZ,RTRNF1773CEZZ,HR80848,HR 80848,0
RTRNF1775CEZZ,RTRNF1775CEZZ,HR80849,HR 80849,0
RTRNF1780CEZZ,RTRNF1780CEZZ,HR7732,HR 7732,1
RTRNF1783BMZZ,RTRNF1783BMZZ,HR6167,HR 6167,1
RTRNF1783CEZZ,RTRNF1783CEZZ,HR6167,HR 6167,1
RTRNF1786BMZZ,RTRNF1786BMZZ,HR6223,HR 6223,1
RTRNF1786CEZZ,RTRNF1786CEZZ,HR6223,HR 6223,1
RTRNF1787CEZZ,RTRNF1787CEZZ,HR80850,HR 80850,0
RTRNF1791CEZZ,RTRNF1791CEZZ,HR80851,HR 80851,0
RTRNF1792CEZZ,RTRNF1792CEZZ,HR82134,HR 82134,0
RTRNF1794CEZZ,RTRNF1794CEZZ,HR80845,HR 80845,0
RTRNF1802CEZZ,RTRNF1802CEZZ,HR8141,HR 8141,1
RTRNF1807CEZZ,RTRNF1807CEZZ,HR80584,HR 80584,0
RTRNF1809CEZZ,RTRNF1809CEZZ,HR80852,HR 80852,0
RTRNF1810CEZZ,RTRNF1810CEZZ,HR80853,HR 80853,0
RTRNF1826CEZZ,RTRNF1826CEZZ,HR8281,HR 8281,1
RTRNF1829CEZZ,RTRNF1829CEZZ,HR80854,HR 80854,0
RTRNF1832CEZZ,RTRNF1832CEZZ,HR80855,HR 80855,0
RTRNF1833CEZZ,RTRNF1833CEZZ,HR82135,HR 82135,0
RTRNF1836CEZZ,RTRNF1836CEZZ,HR80856,HR 80856,0
RTRNF1838CEZZ,RTRNF1838CEZZ,HR7756,HR 7756,1
RTRNF1839CEZZ,RTRNF1839CEZZ,HR8217,HR 8217,1
RTRNF1840CEZZ,RTRNF1840CEZZ,HR8227,HR 8227,1
RTRNF1847CEZZ,RTRNF1847CEZZ,HR82136,HR 82136,0
RTRNF1849CEZZ,RTRNF1849CEZZ,HR80857,HR 80857,0
RTRNF1856CEZZ,RTRNF1856CEZZ,HR7870,HR 7870,1
RTRNF1864CEZZ,RTRNF1864CEZZ,HR80858,HR 80858,0
RTRNF1865CEZZ,RTRNF1865CEZZ,HR80859,HR 80859,0
RTRNF1868CEZZ,RTRNF1868CEZZ,HR80860,HR 80860,0
RTRNF1872CEZZ,RTRNF1872CEZZ,HR80862,HR 80862,0
RTRNF1881CEZZ,RTRNF1881CEZZ,HR8142,HR 8142,1
RTRNF1888CEZZ,RTRNF1888CEZZ,HR7756,HR 7756,1
RTRNF1890CEZZ,RTRNF1890CEZZ,HR8142,HR 8142,1
RTRNF1892CEZZ,RTRNF1892CEZZ,HR82137,HR 82137,0
RTRNF1893CEZZ,RTRNF1893CEZZ,HR80863,HR 80863,0
RTRNF1894CEZZ,RTRNF1894CEZZ,HR8143,HR 8143,1
RTRNF1895CEZZ,RTRNF1895CEZZ,HR82138,HR 82138,0
RTRNF1896N1ZZ,RTRNF1896N1ZZ,HR80863,HR 80863,0
RTRNF1901CEZZ,RTRNF1901CEZZ,HR8142,HR 8142,1
RTRNF1902CEZZ,RTRNF1902CEZZ,HR80658,HR 80658,0
RTRNF1910CEZZ,RTRNF1910CEZZ,HR81163,HR 81163,0
RTRNF1912CEZZ,RTRNF1912CEZZ,HR82139,HR 82139,0
RTRNF1923CEZZ,RTRNF1923CEZZ,HR8143,HR 8143,1
RTRNF1931CEZZ,RTRNF1931CEZZ,HR81164,HR 81164,0
RTRNF1941CEZZ,RTRNF1941CEZZ,HR81165,HR 81165,0
RTRNF1952CEZZ,RTRNF1952CEZZ,HR8142,HR 8142,1
RTRNF1955CEZZ,RTRNF1955CEZZ,HR81166,HR 81166,0
RTRNF1971CEZZ,RTRNF1971CEZZ,HR82140,HR 82140,0
RTRNF1979CEZZ,RTRNF1979CEZZ,HR81167,HR 81167,0
RTRNF1985CEZZ,RTRNF1985CEZZ,HR82141,HR 82141,0
RTRNF1998CEZZ,RTRNF1998CEZZ,HR8762,HR 8762,1
RTRNF2000BMZZ,RTRNF2000BMZZ,HR6256,HR 6256,1
RTRNF2001BMZZ,RTRNF2001BMZZ,HR6253,HR 6253,1
RTRNF2002BMZZ,RTRNF2002BMZZ,HR7521,HR 7521,1
RTRNF2002CEZZ,RTRNF2002CEZZ,HR7521,HR 7521,1
RTRNF2003BMZZ,RTRNF2003BMZZ,HR7531,HR 7531,1
RTRNF2004BMZZ,RTRNF2004BMZZ,HR7521,HR 7521,1
RTRNF2005BMZZ,RTRNF2005BMZZ,HR7531,HR 7531,1
RTRNF2005CE,RTRNF2005CE,HR8642,HR 8642,1
RTRNF2005CEZZ,RTRNF2005CEZZ,HR8642,HR 8642,1
RTRNF2006BMZZ,RTRNF2006BMZZ,HR7531,HR 7531,1
RTRNF2007BMZZ,RTRNF2007BMZZ,HR7521,HR 7521,1
RTRNF2008BMZZ,RTRNF2008BMZZ,HR6475,HR 6475,1
RTRNF2012BMZZ,RTRNF2012BMZZ,HR7521,HR 7521,1
RTRNF2015BMZZ,RTRNF2015BMZZ,HR7497,HR 7497,1
RTRNF2018BMZZ,RTRNF2018BMZZ,HR7497,HR 7497,1
RTRNF2019BMZZ,RTRNF2019BMZZ,HR8570,HR 8570,1
RTRNF2021BMZZ,RTRNF2021BMZZ,HR7653,HR 7653,1
RTRNF2022BMZZ,RTRNF2022BMZZ,HR7558,HR 7558,1
RTRNF2023BMZZ,RTRNF2023BMZZ,HR7492,HR 7492,1
RTRNF2023CEZZ,RTRNF2023CEZZ,HR8286,HR 8286,1
RTRNF2024BMZZ,RTRNF2024BMZZ,HR7559,HR 7559,1
RTRNF2024CEZZ,RTRNF2024CEZZ,HR81168,HR 81168,0
RTRNF2025BMZZ,RTRNF2025BMZZ,HR7497,HR 7497,1
RTRNF2026BMZZ,RTRNF2026BMZZ,HR7803,HR 7803,1
RTRNF2027BMZZ,RTRNF2027BMZZ,HR7574,HR 7574,1
RTRNF2028BMZZ,RTRNF2028BMZZ,HR8753,HR 8753,1
RTRNF2029BMZZ,RTRNF2029BMZZ,HR7574,HR 7574,1
RTRNF2030BMZZ,RTRNF2030BMZZ,HR7653,HR 7653,1
RTRNF2031BMZZ,RTRNF2031BMZZ,HR7574,HR 7574,1
RTRNF2032BMZZ,RTRNF2032BMZZ,HR7256,HR 7256,1
RTRNF2033BMZZ,RTRNF2033BMZZ,HR7803,HR 7803,1
RTRNF2034BMZZ,RTRNF2034BMZZ,HR7663,HR 7663,1
RTRNF2035BMVO,RTRNF2035BMVO,HR7340,HR 7340,1
RTRNF2035BMZZ,RTRNF2035BMZZ,HR7340,HR 7340,1
RTRNF2036BMVO,RTRNF2036BMVO,HR7595,HR 7595,1
RTRNF2036BMZZ,RTRNF2036BMZZ,HR7595,HR 7595,1
RTRNF2038BMVO,RTRNF2038BMVO,HR7256,HR 7256,1
RTRNF2038BMZZ,RTRNF2038BMZZ,HR7256,HR 7256,1
RTRNF2039BMVO,RTRNF2039BMVO,HR8022,HR 8022,1
RTRNF2039BMZZ,RTRNF2039BMZZ,HR8022,HR 8022,1
RTRNF2040BMVO,RTRNF2040BMVO,HR7595,HR 7595,1
RTRNF2040BMZZ,RTRNF2040BMZZ,HR7595,HR 7595,1
RTRNF2041BMZZ,RTRNF2041BMZZ,HR6497,HR 6497,1
RTRNF2042BMZZ,RTRNF2042BMZZ,HR7340,HR 7340,1
RTRNF2044BMZZ,RTRNF2044BMZZ,HR6727,HR 6727,1
RTRNF2045BMZZ,RTRNF2045BMZZ,HR8617,HR 8617,1
RTRNF2046BMZZ,RTRNF2046BMZZ,HR8595,HR 8595,1
RTRNF2047BMVO,RTRNF2047BMVO,HR7345,HR 7345,1
RTRNF2047BMZZ,RTRNF2047BMZZ,HR7345,HR 7345,1
RTRNF2048BMVO,RTRNF2048BMVO,HR8033,HR 8033,1
RTRNF2048BMZZ,RTRNF2048BMZZ,HR8033,HR 8033,1
RTRNF2049BMVO,RTRNF2049BMVO,HR8032,HR 8032,1
RTRNF2049BMZZ,RTRNF2049BMZZ,HR8032,HR 8032,1
RTRNF2050BMZZ,RTRNF2050BMZZ,HR6253,HR 6253,1
RTRNF2052BMZZ,RTRNF2052BMZZ,HR8437,HR 8437,1
RTRNF2053BMZZ,RTRNF2053BMZZ,HR8803,HR 8803,1
RTRNF2053CEZZ,RTRNF2053CEZZ,HR8803,HR 8803,1
RTRNF2058CEZZ,RTRNF2058CEZZ,HR82142,HR 82142,0
RTRNF2059BMZZ,RTRNF2059BMZZ,HR8014,HR 8014,1
RTRNF2065BMZZ,RTRNF2065BMZZ,HR8013,HR 8013,1
RTRNF2066BMZZ,RTRNF2066BMZZ,HR80229,HR 80229,1
RTRNF2067BMZZ,RTRNF2067BMZZ,HR80238,HR 80238,1
RTRNF2068BMZZ,RTRNF2068BMZZ,HR80227,HR 80227,0
RTRNF2069BMZZ,RTRNF2069BMZZ,HR8014,HR 8014,1
RTRNF2070BMZZ,RTRNF2070BMZZ,HR6613,HR 6613,1
RTRNF2071BMZZ,RTRNF2071BMZZ,HR6612,HR 6612,1
RTRNF2072BMZZ,RTRNF2072BMZZ,HR8191,HR 8191,1
RTRNF2073BMZZ,RTRNF2073BMZZ,HR8168,HR 8168,1
RTRNF2074BMZZ,RTRNF2074BMZZ,HR8181,HR 8181,1
RTRNF2075BMZZ,RTRNF2075BMZZ,HR6614,HR 6614,1
RTRNF2076BMZZ,RTRNF2076BMZZ,HR8202,HR 8202,1
RTRNF2078BMZZ,RTRNF2078BMZZ,HR6613,HR 6613,1
RTRNF2082BMZZ,RTRNF2082BMZZ,HR8229,HR 8229,1
RTRNF2083BMZZ,RTRNF2083BMZZ,HR8249,HR 8249,1
RTRNF2084BMZZ,RTRNF2084BMZZ,HR6746,HR 6746,0
RTRNF2087BMZZ,RTRNF2087BMZZ,HR8384,HR 8384,1
RTRNF2089BMZZ,RTRNF2089BMZZ,HR8375,HR 8375,1
RTRNF2092BMZZ,RTRNF2092BMZZ,HR8385,HR 8385,1
RTRNF2199CEZZ,RTRNF2199CEZZ,HR8310,HR 8310,1
RTRNF5007PAZZ,RTRNF5007PAZZ,HR8129,HR 8129,1
RTRNF5010PAZZ,RTRNF5010PAZZ,HR80080,HR 80080,1
RTRNFA001WJZZ,RTRNFA001WJZZ,HR82022,HR 82022,0
RTRNFA002WJZZ,RTRNFA002WJZZ,HR81458,HR 81458,0
RTRNFA011WJZZ,RTRNFA011WJZZ,HR80387,HR 80387,1
RTRNFA012WJZZ,RTRNFA012WJZZ,HR82023,HR 82023,0
RTRNFA013WJZZ,RTRNFA013WJZZ,HR8829,HR 8829,1
RTRNFA014WJZZ,RTRNFA014WJZZ,HR8830,HR 8830,1
RTRNFA015WJZZ,RTRNFA015WJZZ,HR8810,HR 8810,1
RTRNFA038WJZZ,RTRNFA038WJZZ,HR80140,HR 80140,1
RTRNFA040WJZZ,RTRNFA040WJZZ,HR80288,HR 80288,1
RTRNFA041WJZZ,RTRNFA041WJZZ,HR82024,HR 82024,0
RTRNFA060WJSA,RTRNFA060WJSA,HR80659,HR 80659,0
RTRNFA060WJZZ,RTRNFA060WJZZ,HR80659,HR 80659,0
RTRNFA061WJSA,RTRNFA061WJSA,HR80387,HR 80387,1
RTRNFA061WJZZ,RTRNFA061WJZZ,HR80387,HR 80387,1
RTRNFA080WJZZ,RTRNFA080WJZZ,HR82025,HR 82025,0
RTRNFA083WJZZ,RTRNFA083WJZZ,HR80288,HR 80288,1
RTRNFA090WJZZ,RTRNFA090WJZZ,HR82026,HR 82026,0
