oem,oem_norm,hr_raw,hr_code,matched
BH26-00178A,BH2600178A,HR46503,HR 46503,0
BH2600180A,BH2600180A,HR47110,HR 47110,0
BH26-00181A,BH2600181A,HR46504,HR 46504,0
BH26-00187A,BH2600187A,HR46505,HR 46505,0
BH26-00187B,BH2600187B,HR46505,HR 46505,0
BH26-00189A,BH2600189A,HR46507,HR 46507,1
BH26-00189B,BH2600189B,HR46507,HR 46507,1
BH26-00195A,BH2600195A,HR46508,HR 46508,0
BH26-10004A,BH2610004A,HR46317,HR 46317,0
BH26-10010A,BH2610010A,HR46183,HR 46183,1
BH26-10303D,BH2610303D,HR46551,HR 46551,0
BH26-10303K,BH2610303K,HR46183,HR 46183,1
BH26-10303S,BH2610303S,HR46216,HR 46216,1
BH26-10303V,BH2610303V,HR46183,HR 46183,1
BH26-10334E,BH2610334E,HR46152,HR 46152,1
BH26-10334F,BH2610334F,HR46650,HR 46650,0
BH26-10334J,BH2610334J,HR46152,HR 46152,1
BH26-10334P,BH2610334P,HR46597,HR 46597,0
BH26-10335A,BH2610335A,HR46117,HR 46117,1
BH26-10335B,BH2610335B,HR46199,HR 46199,1
BH26-10335C,BH2610335C,HR46168,HR 46168,1
BH26-10335E,BH2610335E,HR46168,HR 46168,1
BH26-10335H,BH2610335H,HR46315,HR 46315,0
BH26-10335M,BH2610335M,HR46117,HR 46117,1
BH26-10335N,BH2610335N,HR46192,HR 46192,1
BH26-10335V,BH2610335V,HR46117,HR 46117,1
BH26-10336B,BH2610336B,HR46179,HR 46179,1
BH26-10336F,BH2610336F,HR46179,HR 46179,1
BH26-10336K,BH2610336K,HR47253,HR 47253,0
BH26-30005S,BH2630005S,HR8491,HR 8491,1
BH28C0109A,BH28C0109A,HR46203,HR 46203,1
BH┤600189A,BH┤600189A,HR46507,HR 46507,1
BI6080,BI6080,HR2080/00,HR 2080/00,1
BP26-00005A,BP2600005A,HR80198,HR 80198,1
BP26-00012A,BP2600012A,HR82059,HR 82059,0
BP26-00015A,BP2600015A,HR82060,HR 82060,1
BP26-00022A,BP2600022A,HR82060,HR 82060,1
BS68L,BS68L,HR81982,HR 81982,0
BSC0101SF,BSC0101SF,HR8489,HR 8489,1
BSC0102SF,BSC0102SF,HR8490,HR 8490,1
BSC0201,BSC0201,HR8308,HR 8308,1
BSC0202,BSC0202,HR8308,HR 8308,1
BSC0202SF,BSC0202SF,HR8308,HR 8308,1
BSC0204,BSC0204,HR8490,HR 8490,1
BSC0206,BSC0206,HR8804,HR 8804,1
BSC0239,BSC0239,HR80523,HR 80523,1
BSC0308,BSC0308,HR7624,HR 7624,1
BSC0371,BSC0371,HR7437,HR 7437,1
BSC0371B,BSC0371B,HR7437,HR 7437,1
BSC0371C,BSC0371C,HR81287,HR 81287,1
BSC0455B,BSC0455B,HR7434,HR 7434,1
BSC0455C,BSC0455C,HR7434,HR 7434,1
BSC0534B,BSC0534B,HR7433,HR 7433,1
BSC0581B,BSC0581B,HR7439,HR 7439,1
BSC0705,BSC0705,HR7461,HR 7461,1
BSC14-2438,BSC142438,HR46266,HR 46266,1
BSC20-0101,BSC200101,HR81001,HR 81001,0
BSC20-0102,BSC200102,HR81001,HR 81001,0
BSC20-0104,BSC200104,HR81557,HR 81557,0
BSC20-033A,BSC20033A,HR8361,HR 8361,1
BSC20-04,BSC2004,HR7462,HR 7462,1
BSC20-04A,BSC2004A,HR7462,HR 7462,1
BSC20-04H,BSC2004H,HR81557,HR 81557,0
BSC20-0501,BSC200501,HR81002,HR 81002,1
BSC20-0502,BSC200502,HR6028,HR 6028,1
BSC20-0536F,BSC200536F,HR80404,HR 80404,1
BSC20-0578,BSC200578,HR80579,HR 80579,0
BSC20-10,BSC2010,HR81001,HR 81001,0
BSC20-1901,BSC201901,HR81355,HR 81355,1
BSC20-N1702,BSC20N1702,HR80403,HR 80403,0
BSC20N1A,BSC20N1A,HR7474,HR 7474,1
BSC21-01AW,BSC2101AW,HR7420,HR 7420,1
BSC21-0208S,BSC210208S,HR81003,HR 81003,1
BSC21-02763,BSC2102763,HR7737,HR 7737,1
BSC21-0301,BSC210301,HR81004,HR 81004,1
BSC21-0314,BSC210314,HR81229,HR 81229,1
BSC21-0315,BSC210315,HR80184,HR 80184,0
BSC21-0315C,BSC210315C,HR80184,HR 80184,0
BSC21-0315T,BSC210315T,HR80185,HR 80185,0
BSC21-0526,BSC210526,HR80650,HR 80650,0
BSC21-0526F,BSC210526F,HR80650,HR 80650,0
BSC21-0621,BSC210621,HR8350,HR 8350,1
BSC21-1493/C93,BSC211493C93,HR46016,HR 46016,1
BSC21-1723K,BSC211723K,HR81006,HR 81006,1
BSC21-2008S,BSC212008S,HR8615,HR 8615,1
BSC21-2016S,BSC212016S,HR8899,HR 8899,1
BSC21-2028S,BSC212028S,HR7040,HR 7040,1
BSC21-2029S,BSC212029S,HR80409,HR 80409,1
BSC21-2034S,BSC212034S,HR80410,HR 80410,0
BSC21-2037S,BSC212037S,HR80387,HR 80387,1
BSC21-2039S,BSC212039S,HR80411,HR 80411,1
BSC21-2042S,BSC212042S,HR81007,HR 81007,1
BSC21-2057S,BSC212057S,HR80382,HR 80382,1
BSC21-2058S,BSC212058S,HR80434,HR 80434,1
BSC21-2067S,BSC212067S,HR80412,HR 80412,0
BSC21-2068S,BSC212068S,HR81009,HR 81009,1
BSC21-2072S,BSC212072S,HR80548,HR 80548,1
BSC21-2074S,BSC212074S,HR81405,HR 81405,1
BSC21-2081S,BSC212081S,HR82165,HR 82165,1
BSC21-2089S,BSC212089S,HR81010,HR 81010,0
BSC21-2095S,BSC212095S,HR81801,HR 81801,1
BSC21-23ST,BSC2123ST,HR80366,HR 80366,1
BSC21-2601S,BSC212601S,HR7782,HR 7782,1
BSC21-2604S,BSC212604S,HR8930,HR 8930,1
BSC21-2610S,BSC212610S,HR80659,HR 80659,0
BSC21-2623S,BSC212623S,HR8937,HR 8937,1
BSC21-2624S,BSC212624S,HR80166,HR 80166,0
BSC21-2626S,BSC212626S,HR81319,HR 81319,1
BSC21-2628S,BSC212628S,HR80468,HR 80468,0
BSC21-2638S,BSC212638S,HR80479,HR 80479,0
BSC21-2643S,BSC212643S,HR8803,HR 8803,1
BSC21-2647,BSC212647,HR80387,HR 80387,1
BSC21-2647S,BSC212647S,HR80387,HR 80387,1
BSC21-2651S,BSC212651S,HR80387,HR 80387,1
BSC21-2658S,BSC212658S,HR81012,HR 81012,1
BSC21-2658S0X,BSC212658S0X,HR81012,HR 81012,1
BSC21-2662S,BSC212662S,HR80413,HR 80413,1
BSC21-2665S,BSC212665S,HR81013,HR 81013,1
BSC21-2673S,BSC212673S,HR81010,HR 81010,0
BSC21-2674S,BSC212674S,HR81405,HR 81405,1
BSC21-2690S,BSC212690S,HR80415,HR 80415,1
BSC21-2694S,BSC212694S,HR81356,HR 81356,0
BSC21-26965,BSC2126965,HR80911,HR 80911,1
BSC21-2696S,BSC212696S,HR80911,HR 80911,1
BSC21-2698S,BSC212698S,HR81025,HR 81025,1
BSC21-3366,BSC213366,HR81735,HR 81735,0
BSC21-N2702,BSC21N2702,HR80548,HR 80548,1
BSC22-001,BSC22001,HR7184,HR 7184,1
BSC2201,BSC2201,HR7474,HR 7474,1
BSC22-0106,BSC220106,HR81028,HR 81028,1
BSC22-0106H,BSC220106H,HR7170,HR 7170,1
BSC22-0106X,BSC220106X,HR81017,HR 81017,1
BSC22-0110,BSC220110,HR81331,HR 81331,1
BSC22-0134,BSC220134,HR7041,HR 7041,1
BSC22-0135A,BSC220135A,HR81018,HR 81018,1
BSC22-01A,BSC2201A,HR7474,HR 7474,1
BSC22-01N40G,BSC2201N40G,HR7713,HR 7713,1
BSC22-01N40J,BSC2201N40J,HR80368,HR 80368,1
BSC22-022/A,BSC22022A,HR81016,HR 81016,0
BSC22-024/A,BSC22024A,HR82390,HR 82390,1
BSC22-026/A,BSC22026A,HR81937,HR 81937,0
BSC2203,BSC2203,HR7474,HR 7474,1
BSC22-0316,BSC220316,HR7480,HR 7480,1
BSC22-0401,BSC220401,HR7474,HR 7474,1
BSC22-04018,BSC2204018,HR8310,HR 8310,1
BSC22-05072,BSC2205072,HR8489,HR 8489,1
BSC22-0562,BSC220562,HR8848,HR 8848,1
BSC22-0601,BSC220601,HR7455,HR 7455,1
BSC22-06F,BSC2206F,HR7170,HR 7170,1
BSC22-1103,BSC221103,HR81031,HR 81031,1
BSC22-1407,BSC221407,HR46203,HR 46203,1
BSC22-1408B,BSC221408B,HR7483,HR 7483,1
BSC22-16060,BSC2216060,HR8358,HR 8358,1
BSC22-2012,BSC222012,HR8758,HR 8758,1
BSC22-21563,BSC2221563,HR7455,HR 7455,1
BSC22-2314,BSC222314,HR8605,HR 8605,1
BSC22-2314H,BSC222314H,HR8605,HR 8605,1
BSC22-2314Q3,BSC222314Q3,HR8605,HR 8605,1
BSC22-2314W,BSC222314W,HR81020,HR 81020,0
BSC22-2401A,BSC222401A,HR81355,HR 81355,1
BSC22-2402,BSC222402,HR81325,HR 81325,1
BSC22-2402A,BSC222402A,HR81326,HR 81326,0
BSC22-2501,BSC222501,HR7865,HR 7865,1
BSC22-2501B,BSC222501B,HR7865,HR 7865,1
BSC22-2513,BSC222513,HR8909,HR 8909,1
BSC22-2514,BSC222514,HR7474,HR 7474,1
BSC22-2606S,BSC222606S,HR81023,HR 81023,1
BSC22-2621S,BSC222621S,HR81024,HR 81024,1
BSC22-2622S,BSC222622S,HR80371,HR 80371,1
BSC22-2630S,BSC222630S,HR81016,HR 81016,0
BSC22-2633S,BSC222633S,HR80360,HR 80360,1
BSC22-2648S,BSC222648S,HR81403,HR 81403,1
BSC22-2664S,BSC222664S,HR81025,HR 81025,1
BSC22-2664S04,BSC222664S04,HR81025,HR 81025,1
BSC22-2665S,BSC222665S,HR81026,HR 81026,1
BSC22-2673S,BSC222673S,HR82390,HR 82390,1
BSC22-2678S,BSC222678S,HR81027,HR 81027,0
BSC22-2690S,BSC222690S,HR80947,HR 80947,0
BSC22-2694S,BSC222694S,HR80176,HR 80176,0
BSC22-2696,BSC222696,HR81937,HR 81937,0
BSC22-2696S,BSC222696S,HR81937,HR 81937,0
BSC22-2698S,BSC222698S,HR81938,HR 81938,1
BSC22-2699S,BSC222699S,HR80477,HR 80477,1
BSC22-2807,BSC222807,HR81028,HR 81028,1
BSC22-2902,BSC222902,HR7885,HR 7885,1
BSC22-2902A,BSC222902A,HR7885,HR 7885,1
BSC22-2903,BSC222903,HR8600,HR 8600,1
BSC22-2952,BSC222952,HR8190,HR 8190,1
BSC22-2959,BSC222959,HR80215,HR 80215,1
BSC22-3378,BSC223378,HR8358,HR 8358,1
BSC22-3402,BSC223402,HR81327,HR 81327,1
BSC22-3403,BSC223403,HR81328,HR 81328,1
BSC22-41S09,BSC2241S09,HR81115,HR 81115,1
BSC22-6054A,BSC226054A,HR81031,HR 81031,1
BSC22-6501,BSC226501,HR7971,HR 7971,1
BSC22-6501K,BSC226501K,HR7971,HR 7971,1
BSC22-66,BSC2266,HR7519,HR 7519,1
BSC22N0101,BSC22N0101,HR7729,HR 7729,1
BSC22N0103,BSC22N0103,HR80016,HR 80016,1
BSC22N0104,BSC22N0104,HR81736,HR 81736,1
BSC22-N02,BSC22N02,HR80742,HR 80742,0
BSC22-N0204,BSC22N0204,HR81251,HR 81251,0
BSC22N0333,BSC22N0333,HR80912,HR 80912,0
BSC22-N56T,BSC22N56T,HR81015,HR 81015,1
BSC23-01,BSC2301,HR8489,HR 8489,1
BSC23-0104,BSC230104,HR81001,HR 81001,0
BSC23-0107,BSC230107,HR8490,HR 8490,1
BSC23-0110,BSC230110,HR81331,HR 81331,1
BSC23-0124,BSC230124,HR8926,HR 8926,1
BSC23-0167,BSC230167,HR7136,HR 7136,1
BSC23-01N16,BSC2301N16,HR81330,HR 81330,0
BSC23-01N40E1,BSC2301N40E1,HR80362,HR 80362,1
BSC23-01N40G1,BSC2301N40G1,HR80362,HR 80362,1
BSC23-01P,BSC2301P,HR8489,HR 8489,1
BSC23-0201XB,BSC230201XB,HR81566,HR 81566,1
BSC23-026/A,BSC23026A,HR81969,HR 81969,0
BSC23-0283,BSC230283,HR81019,HR 81019,0
BSC23-0313,BSC230313,HR81021,HR 81021,0
BSC23-0374,BSC230374,HR7686,HR 7686,1
BSC23-03749,BSC2303749,HR7686,HR 7686,1
BSC23-0374T,BSC230374T,HR7686,HR 7686,1
BSC23-03D,BSC2303D,HR82503,HR 82503,0
BSC23-05129,BSC2305129,HR8489,HR 8489,1
BSC23-0622,BSC230622,HR81332,HR 81332,1
BSC23-0720,BSC230720,HR7432,HR 7432,1
BSC23-0801,BSC230801,HR8499,HR 8499,1
BSC23-0901XB,BSC230901XB,HR81566,HR 81566,1
BSC23-0905,BSC230905,HR81055,HR 81055,1
BSC23-1003P,BSC231003P,HR81741,HR 81741,0
BSC23-1103,BSC231103,HR8358,HR 8358,1
BSC23-1103F,BSC231103F,HR8358,HR 8358,1
BSC23-1106,BSC231106,HR80651,HR 80651,0
BSC23-1108,BSC231108,HR7679,HR 7679,1
BSC23-1108J,BSC231108J,HR7679,HR 7679,1
BSC23-1110,BSC231110,HR81031,HR 81031,1
BSC23-1126C,BSC231126C,HR8926,HR 8926,1
BSC23-1126M,BSC231126M,HR8896,HR 8896,1
BSC23-1126S,BSC231126S,HR80359,HR 80359,1
BSC23-1159,BSC231159,HR81412,HR 81412,1
BSC23-1159B,BSC231159B,HR81115,HR 81115,1
BSC23-1403,BSC231403,HR46883,HR 46883,0
BSC23-141505,BSC23141505,HR7384,HR 7384,1
BSC23-1424,BSC231424,HR46906,HR 46906,0
BSC23-1434,BSC231434,HR47287,HR 47287,0
BSC23-1435,BSC231435,HR46337,HR 46337,1
BSC23-1435/C93,BSC231435C93,HR46337,HR 46337,1
BSC23-1439,BSC231439,HR46964,HR 46964,0
BSC23-1440,BSC231440,HR46979,HR 46979,1
BSC23-1443,BSC231443,HR47280,HR 47280,0
BSC23-1444,BSC231444,HR46967,HR 46967,0
BSC23-1701,BSC231701,HR81333,HR 81333,1
BSC23-17099,BSC2317099,HR82504,HR 82504,1
BSC23-1801,BSC231801,HR81334,HR 81334,1
BSC23-1802,BSC231802,HR81335,HR 81335,1
BSC23-1818A,BSC231818A,HR81334,HR 81334,1
BSC23-1910,BSC231910,HR81053,HR 81053,1
BSC23-202,BSC23202,HR7716,HR 7716,1
BSC23-2223K,BSC232223K,HR80845,HR 80845,0
BSC23-2301,BSC232301,HR82478,HR 82478,0
BSC23-2302D,BSC232302D,HR80608,HR 80608,1
BSC23-2370K,BSC232370K,HR7815,HR 7815,1
BSC23-2603,BSC232603,HR8899,HR 8899,1
BSC23-2603S,BSC232603S,HR8899,HR 8899,1
BSC23-2607S,BSC232607S,HR80366,HR 80366,1
BSC23-2616S,BSC232616S,HR81231,HR 81231,1
BSC23-2617S,BSC232617S,HR7740,HR 7740,1
BSC23-2620S,BSC232620S,HR82163,HR 82163,0
BSC23-2627S,BSC232627S,HR81010,HR 81010,0
BSC23-2631S,BSC232631S,HR81742,HR 81742,1
BSC23-2639S,BSC232639S,HR80060,HR 80060,1
BSC23-2646S,BSC232646S,HR81066,HR 81066,0
BSC23-2666S,BSC232666S,HR81036,HR 81036,1
BSC23-2669S,BSC232669S,HR80477,HR 80477,1
BSC23-2671S,BSC232671S,HR81969,HR 81969,0
BSC23-2682S,BSC232682S,HR81037,HR 81037,0
BSC23-2687S,BSC232687S,HR81175,HR 81175,1
BSC23-2699S,BSC232699S,HR80477,HR 80477,1
BSC23-2902,BSC232902,HR81337,HR 81337,1
BSC23-2949,BSC232949,HR7686,HR 7686,1
BSC23-2952,BSC232952,HR7686,HR 7686,1
BSC233302A,BSC233302A,HR8908,HR 8908,1
BSC23-3314,BSC233314,HR7462,HR 7462,1
BSC23-3315,BSC233315,HR8924,HR 8924,1
BSC23-3319,BSC233319,HR80157,HR 80157,0
BSC23-3327,BSC233327,HR81038,HR 81038,1
BSC23-3344,BSC233344,HR81245,HR 81245,0
BSC23-3354,BSC233354,HR81743,HR 81743,1
BSC23-3359B,BSC233359B,HR81115,HR 81115,1
BSC23-3369L,BSC233369L,HR80364,HR 80364,1
BSC23-3503A,BSC233503A,HR81325,HR 81325,1
BSC23-3505,BSC233505,HR7301,HR 7301,1
BSC23-3682S,BSC233682S,HR81037,HR 81037,0
BSC23-4404A,BSC234404A,HR8908,HR 8908,1
BSC23-4413,BSC234413,HR80016,HR 80016,1
BSC23-4466,BSC234466,HR80171,HR 80171,0
BSC23-5104,BSC235104,HR80149,HR 80149,0
BSC23-6133,BSC236133,HR81651,HR 81651,0
BSC23-6133H,BSC236133H,HR81651,HR 81651,0
BSC23-6910,BSC236910,HR7484,HR 7484,1
BSC23-8201A,BSC238201A,HR46322,HR 46322,0
BSC23-82509,BSC2382509,HR7522,HR 7522,1
BSC23-82S09,BSC2382S09,HR7522,HR 7522,1
BSC23M,BSC23M,HR8490,HR 8490,1
BSC23N0101,BSC23N0101,HR8656,HR 8656,1
BSC23N0104,BSC23N0104,HR8123,HR 8123,1
BSC23N0107,BSC23N0107,HR80033,HR 80033,1
BSC23-N0111,BSC23N0111,HR81329,HR 81329,0
BSC23N0114,BSC23N0114,HR8915,HR 8915,1
BSC23N0115,BSC23N0115,HR8300,HR 8300,1
BSC23N0121,BSC23N0121,HR80996,HR 80996,0
BSC23N012100,BSC23N012100,HR8300,HR 8300,1
BSC23N0121M,BSC23N0121M,HR80996,HR 80996,0
BSC23N0121N,BSC23N0121N,HR8300,HR 8300,1
BSC23N0124,BSC23N0124,HR80359,HR 80359,1
BSC23N0124R,BSC23N0124R,HR80359,HR 80359,1
BSC23N0125,BSC23N0125,HR8956,HR 8956,1
BSC23N0131,BSC23N0131,HR80344,HR 80344,1
BSC23N0140,BSC23N0140,HR8107,HR 8107,1
BSC23N0142,BSC23N0142,HR8915,HR 8915,1
BSC23N0145,BSC23N0145,HR80291,HR 80291,0
BSC23N0168,BSC23N0168,HR81739,HR 81739,0
BSC23-N1812,BSC23N1812,HR81740,HR 81740,0
BSC23N301,BSC23N301,HR7716,HR 7716,1
BSC23V01AF01,BSC23V01AF01,HR7898,HR 7898,1
BSC23Z1003H,BSC23Z1003H,HR80289,HR 80289,0
BSC24-0103,BSC240103,HR80016,HR 80016,1
BSC24-0104,BSC240104,HR81341,HR 81341,1
BSC24-0107,BSC240107,HR81062,HR 81062,0
BSC24-0108,BSC240108,HR7041,HR 7041,1
BSC24-0150A,BSC240150A,HR81076,HR 81076,1
BSC24-0155,BSC240155,HR81366,HR 81366,1
BSC24-0156,BSC240156,HR7145,HR 7145,1
BSC24-0168,BSC240168,HR7145,HR 7145,1
BSC24-0175,BSC240175,HR7032,HR 7032,1
BSC24-0176,BSC240176,HR7108,HR 7108,1
BSC24-01M39A,BSC2401M39A,HR81339,HR 81339,0
BSC24-01N04R,BSC2401N04R,HR80922,HR 80922,1
BSC24-01N39A,BSC2401N39A,HR81339,HR 81339,0
BSC24-01N40,BSC2401N40,HR80016,HR 80016,1
BSC24-01N4001A,BSC2401N4001A,HR81044,HR 81044,0
BSC24-01N4001D,BSC2401N4001D,HR80879,HR 80879,0
BSC24-01N4001M,BSC2401N4001M,HR80879,HR 80879,0
BSC24-01N4001M1,BSC2401N4001M1,HR80924,HR 80924,0
BSC24-01N4001M4,BSC2401N4001M4,HR8466,HR 8466,1
BSC24-01N4004,BSC2401N4004,HR80016,HR 80016,1
BSC24-01N4004A,BSC2401N4004A,HR81747,HR 81747,1
BSC24-01N4004L,BSC2401N4004L,HR8908,HR 8908,1
BSC24-01N4004U,BSC2401N4004U,HR80016,HR 80016,1
BSC24-01N4004V,BSC2401N4004V,HR80563,HR 80563,0
BSC24-01N4006E,BSC2401N4006E,HR80291,HR 80291,0
BSC24-01N4006E1,BSC2401N4006E1,HR80291,HR 80291,0
BSC24-01N4006E1,BSC2401N4006E1,HR80879,HR 80879,0
BSC24-01N4006ER,BSC2401N4006ER,HR80291,HR 80291,0
BSC24-01N4006EV,BSC2401N4006EV,HR8466,HR 8466,1
BSC24-01N4006EVR,BSC2401N4006EVR,HR80291,HR 80291,0
BSC24-01N4007H,BSC2401N4007H,HR81045,HR 81045,0
BSC24-01N4009G,BSC2401N4009G,HR80879,HR 80879,0
BSC24-01N4010BA,BSC2401N4010BA,HR81046,HR 81046,0
BSC24-01N4010C1,BSC2401N4010C1,HR81773,HR 81773,0
BSC24-01N4010C4,BSC2401N4010C4,HR81371,HR 81371,1
BSC24-01N4010DZ,BSC2401N4010DZ,HR80472,HR 80472,0
BSC24-01N4010G,BSC2401N4010G,HR80879,HR 80879,0
BSC24-01N4010GA,BSC2401N4010GA,HR80879,HR 80879,0
BSC24-01N4010GV,BSC2401N4010GV,HR80291,HR 80291,0
BSC24-01N4010M,BSC2401N4010M,HR80016,HR 80016,1
BSC24-01N4010U,BSC2401N4010U,HR80472,HR 80472,0
BSC24-01N4013D,BSC2401N4013D,HR80359,HR 80359,1
BSC24-01N4013E,BSC2401N4013E,HR80913,HR 80913,0
BSC24-01N4013F,BSC2401N4013F,HR80359,HR 80359,1
BSC24-01N4013G,BSC2401N4013G,HR80359,HR 80359,1
BSC24-01N4013K,BSC2401N4013K,HR80879,HR 80879,0
BSC24-01N4013K1,BSC2401N4013K1,HR80879,HR 80879,0
BSC24-01N4013N,BSC2401N4013N,HR80344,HR 80344,1
BSC24-01N4013P,BSC2401N4013P,HR8925,HR 8925,1
BSC24-01N4013SR,BSC2401N4013SR,HR80359,HR 80359,1
BSC24-01N4013W,BSC2401N4013W,HR80373,HR 80373,0
BSC24-01N4013Z,BSC2401N4013Z,HR80359,HR 80359,1
BSC24-01N4014,BSC2401N4014,HR81047,HR 81047,1
BSC24-01N4014K,BSC2401N4014K,HR80362,HR 80362,1
BSC24-01N4016A,BSC2401N4016A,HR81043,HR 81043,0
BSC24-01N4016G,BSC2401N4016G,HR81746,HR 81746,0
BSC24-01N4017C,BSC2401N4017C,HR81048,HR 81048,0
BSC24-01N4017E,BSC2401N4017E,HR81049,HR 81049,1
BSC24-01N401R,BSC2401N401R,HR8334,HR 8334,1
BSC24-01N4020,BSC2401N4020,HR81762,HR 81762,1
BSC24-01N4024H,BSC2401N4024H,HR80016,HR 80016,1
BSC24-01N4024P,BSC2401N4024P,HR80016,HR 80016,1
BSC24-01N4028A,BSC2401N4028A,HR80885,HR 80885,0
BSC24-01N4028E,BSC2401N4028E,HR80016,HR 80016,1
BSC24-01N4028I,BSC2401N4028I,HR80914,HR 80914,1
BSC24-01N4028L,BSC2401N4028L,HR80914,HR 80914,1
BSC24-01N4028T,BSC2401N4028T,HR81040,HR 81040,0
BSC24-01N4031B,BSC2401N4031B,HR81050,HR 81050,0
BSC24-01N4031F,BSC2401N4031F,HR81051,HR 81051,0
BSC24-01N4031J,BSC2401N4031J,HR81052,HR 81052,0
BSC24-01N4031M,BSC2401N4031M,HR48465,HR 48465,1
BSC24-01N4031Q,BSC2401N4031Q,HR81057,HR 81057,0
BSC24-01N4083B,BSC2401N4083B,HR81089,HR 81089,1
BSC24-01N4085D,BSC2401N4085D,HR80004,HR 80004,0
BSC24-01N40D3,BSC2401N40D3,HR8908,HR 8908,1
BSC24-01N40G1,BSC2401N40G1,HR48663,HR 48663,0
BSC24-01N40H,BSC2401N40H,HR80920,HR 80920,1
BSC24-01N40K1,BSC2401N40K1,HR80016,HR 80016,1
BSC24-01N40Q,BSC2401N40Q,HR8896,HR 8896,1
BSC24-01N40S,BSC2401N40S,HR81043,HR 81043,0
BSC24-01N40S3,BSC2401N40S3,HR81746,HR 81746,0
BSC24-01N40S5,BSC2401N40S5,HR81746,HR 81746,0
BSC24-01N40SZ,BSC2401N40SZ,HR81746,HR 81746,0
BSC24-01N40TA,BSC2401N40TA,HR80016,HR 80016,1
BSC24-02,BSC2402,HR7716,HR 7716,1
BSC24-02038,BSC2402038,HR7716,HR 7716,1
BSC24-0304,BSC240304,HR82359,HR 82359,0
BSC24-0309,BSC240309,HR82359,HR 82359,0
BSC2404,BSC2404,HR7853,HR 7853,1
BSC24-0405,BSC240405,HR8358,HR 8358,1
BSC24-0406B,BSC240406B,HR81074,HR 81074,1
BSC24-0406D,BSC240406D,HR81811,HR 81811,0
BSC24-0508,BSC240508,HR82359,HR 82359,0
BSC24-0518,BSC240518,HR81652,HR 81652,1
BSC24-0562,BSC240562,HR8848,HR 8848,1
BSC24-0563,BSC240563,HR81749,HR 81749,1
BSC24-0606,BSC240606,HR8916,HR 8916,1
BSC24-0607A,BSC240607A,HR81750,HR 81750,0
BSC24-06134,BSC2406134,HR8308,HR 8308,1
BSC24-0707,BSC240707,HR7898,HR 7898,1
BSC24-0708,BSC240708,HR81653,HR 81653,0
BSC24-0711,BSC240711,HR80831,HR 80831,0
BSC24-08,BSC2408,HR80359,HR 80359,1
BSC24-08009,BSC2408009,HR7083,HR 7083,1
BSC24-08/0124,BSC24080124,HR80359,HR 80359,1
BSC24-0803,BSC240803,HR81015,HR 81015,1
BSC24-0807,BSC240807,HR81053,HR 81053,1
BSC24-0810,BSC240810,HR81342,HR 81342,1
BSC24-08D,BSC2408D,HR81028,HR 81028,1
BSC24-09,BSC2409,HR80426,HR 80426,0
BSC24-0901,BSC240901,HR81343,HR 81343,1
BSC24-0902,BSC240902,HR81344,HR 81344,1
BSC24-0903,BSC240903,HR80474,HR 80474,1
BSC24-0904C,BSC240904C,HR80915,HR 80915,0
BSC24-0905,BSC240905,HR81054,HR 81054,1
BSC24-0906,BSC240906,HR81055,HR 81055,1
BSC24-0909,BSC240909,HR81056,HR 81056,1
BSC24-0910,BSC240910,HR81056,HR 81056,1
BSC24-0911,BSC240911,HR81345,HR 81345,1
BSC24-0913,BSC240913,HR81346,HR 81346,1
BSC24-0914,BSC240914,HR81347,HR 81347,1
BSC24-0974B,BSC240974B,HR7624,HR 7624,1
BSC24-09D,BSC2409D,HR80426,HR 80426,0
BSC24-09G,BSC2409G,HR8925,HR 8925,1
BSC24-1001,BSC241001,HR81348,HR 81348,1
BSC24-1040,BSC241040,HR7809,HR 7809,1
BSC24-1061,BSC241061,HR81059,HR 81059,0
BSC24-1072,BSC241072,HR81349,HR 81349,0
BSC2410D,BSC2410D,HR7651,HR 7651,1
BSC24-1101,BSC241101,HR8893,HR 8893,1
BSC24-1101Y,BSC241101Y,HR81350,HR 81350,0
BSC24-1102,BSC241102,HR8351,HR 8351,1
BSC24-1125,BSC241125,HR81074,HR 81074,1
BSC24-1194T058B,BSC241194T058B,HR80291,HR 80291,0
BSC24-11A,BSC2411A,HR81062,HR 81062,0
BSC24-1402,BSC241402,HR7775,HR 7775,1
BSC24-1406,BSC241406,HR46977,HR 46977,0
BSC24-1409,BSC241409,HR46978,HR 46978,0
BSC24-1411,BSC241411,HR7775,HR 7775,1
BSC24-1417,BSC241417,HR47288,HR 47288,0
BSC24-1420,BSC241420,HR46536,HR 46536,0
BSC24-1436,BSC241436,HR46979,HR 46979,1
BSC24-1437,BSC241437,HR81057,HR 81057,0
BSC24-1438,BSC241438,HR46266,HR 46266,1
BSC24-1441,BSC241441,HR47289,HR 47289,1
BSC24-1445,BSC241445,HR46499,HR 46499,1
BSC24-1445/C93,BSC241445C93,HR46980,HR 46980,1
BSC24-1454,BSC241454,HR46981,HR 46981,0
BSC24-1455,BSC241455,HR46981,HR 46981,0
BSC24-1457,BSC241457,HR46266,HR 46266,1
BSC24-1459,BSC241459,HR46221,HR 46221,1
BSC24-1501,BSC241501,HR81058,HR 81058,1
BSC24-1501B,BSC241501B,HR81058,HR 81058,1
BSC24-1502,BSC241502,HR80147,HR 80147,0
BSC24-15020,BSC2415020,HR7408,HR 7408,1
BSC24-1503,BSC241503,HR8908,HR 8908,1
