code,code_norm,pin,function,volts,src
BSC 25-1194D030,BSC251194D030,3,COL,,datapin_a
BSC 25-1194D030,BSC251194D030,4,46V,46.0,datapin_a
BSC 25-1194D030,BSC251194D030,5,180V,180.0,datapin_a
BSC 25-1194D030,BSC251194D030,6,GND,,datapin_a
BSC 25-1194D030,BSC251194D030,7,NC,,datapin_a
BSC 25-1194D030,BSC251194D030,8,ABL,,datapin_a
BSC 25-1194D030,BSC251194D030,9,B+125V,125.0,datapin_a
BSC 25-1194D030,BSC251194D030,10,COL,,datapin_a
FSV 20A099,FSV20A099,1,16.5V,16.5,datapin_a
FSV 20A099,FSV20A099,2,24V,24.0,datapin_a
FSV 20A099,FSV20A099,3,COL,,datapin_a
FSV 20A099,FSV20A099,4,46V,46.0,datapin_a
FSV 20A099,FSV20A099,5,180V,180.0,datapin_a
FSV 20A099,FSV20A099,6,GND,,datapin_a
FSV 20A099,FSV20A099,7,NC,,datapin_a
FSV 20A099,FSV20A099,8,ABL,,datapin_a
FSV 20A099,FSV20A099,9,B+125V,125.0,datapin_a
FSV 20A099,FSV20A099,10,COL,,datapin_a
FTK 14A004F,FTK14A004F,1,16.5V,16.5,datapin_a
FTK 14A004F,FTK14A004F,2,24V,24.0,datapin_a
FTK 14A004F,FTK14A004F,3,COL,,datapin_a
FTK 14A004F,FTK14A004F,4,-16.5V,16.5,datapin_a
FTK 14A004F,FTK14A004F,5,185V,185.0,datapin_a
FTK 14A004F,FTK14A004F,6,GND,,datapin_a
FTK 14A004F,FTK14A004F,7,NC,,datapin_a
FTK 14A004F,FTK14A004F,8,ABL,,datapin_a
FTK 14A004F,FTK14A004F,9,B+125V,125.0,datapin_a
FTK 14A004F,FTK14A004F,10,COL,,datapin_a
8-597-041-20,859704120,1,COL,,datapin_a
8-597-041-20,859704120,2,B+,,datapin_a
8-597-041-20,859704120,3,200V,200.0,datapin_a
8-597-041-20,859704120,4,COL,,datapin_a
8-597-041-20,859704120,5,GND,,datapin_a
8-597-041-20,859704120,6,(-13V),13.0,datapin_a
8-597-041-20,859704120,7,GND,,datapin_a
8-597-041-20,859704120,8,(+13V),13.0,datapin_a
8-597-041-20,859704120,9,NC,,datapin_a
8-597-041-20,859704120,10,ABL,,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,1,COL,,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,2,B+,135.0,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,3,GND,,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,4,185V,185.0,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,5,NC,,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,6,COL,,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,7,BCL,,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,8,+12V,12.0,datapin_a
FUH 29VH04  U-SLIM,FUH29VH04USLIM,9,-12V,12.0,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,1,21COL,,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,2,B+,125.0,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,3,NC,,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,4,185V,185.0,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,5,AFC,,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,6,ABL,,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,7,ABL,,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,8,NC,,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,9,COL,,datapin_a
JF0501-32611  FLAT,JF050132611FLAT,10,GND,,datapin_a
FA061WJ-SA,FA061WJSA,1,COL,,datapin_b
FA061WJ-SA,FA061WJSA,2,B+130,130.0,datapin_b
FA061WJ-SA,FA061WJSA,3,GND,,datapin_b
FA061WJ-SA,FA061WJSA,4,24,24.0,datapin_b
FA061WJ-SA,FA061WJSA,5,12,12.0,datapin_b
FA061WJ-SA,FA061WJSA,6,AFC,,datapin_b
FA061WJ-SA,FA061WJSA,7,180,180.0,datapin_b
FA061WJ-SA,FA061WJSA,8,GND,,datapin_b
FA061WJ-SA,FA061WJSA,9,HTR,,datapin_b
FA061WJ-SA,FA061WJSA,10,ABL,,datapin_b
154-138L,154138L,1,180,180.0,datapin_b
154-138L,154138L,2,NC,,datapin_b
154-138L,154138L,3,COL,,datapin_b
154-138L,154138L,4,AFC,,datapin_b
154-138L,154138L,5,B+110,110.0,datapin_b
154-138L,154138L,6,45,45.0,datapin_b
154-138L,154138L,7,ABL,,datapin_b
154-138L,154138L,8,GND,,datapin_b
154-138L,154138L,9,12,12.0,datapin_b
154-138L,154138L,10,HTR,,datapin_b
BSC24-01N4019L,BSC2401N4019L,1,COL,,datapin_b
BSC24-01N4019L,BSC2401N4019L,2,B+110,110.0,datapin_b
BSC24-01N4019L,BSC2401N4019L,3,NC,,datapin_b
BSC24-01N4019L,BSC2401N4019L,4,AFC,,datapin_b
BSC24-01N4019L,BSC2401N4019L,5,GND,,datapin_b
BSC24-01N4019L,BSC2401N4019L,6,HTR,,datapin_b
BSC24-01N4019L,BSC2401N4019L,7,ABL,,datapin_b
BSC24-01N4019L,BSC2401N4019L,8,NP,,datapin_b
BSC24-01N4019L,BSC2401N4019L,9,NC,,datapin_b
JF0501-1901,JF05011901,1,COL,,datapin_b
JF0501-1901,JF05011901,2,B+110,110.0,datapin_b
JF0501-1901,JF05011901,3,GND,,datapin_b
JF0501-1901,JF05011901,4,180,180.0,datapin_b
JF0501-1901,JF05011901,5,HTR,,datapin_b
JF0501-1901,JF05011901,6,ABL,,datapin_b
JF0501-1901,JF05011901,7,GND,,datapin_b
JF0501-1901,JF05011901,8,16,16.0,datapin_b
JF0501-1901,JF05011901,9,NC,,datapin_b
JF0501-1901,JF05011901,10,26,26.0,datapin_b
BSC24-N40G1,BSC24N40G1,1,H1,,datapin_b
BSC24-N40G1,BSC24N40G1,2,COL,,datapin_b
BSC24-N40G1,BSC24N40G1,3,H2,,datapin_b
BSC24-N40G1,BSC24N40G1,4,B+110,110.0,datapin_b
BSC24-N40G1,BSC24N40G1,5,H3,,datapin_b
BSC24-N40G1,BSC24N40G1,6,H4,,datapin_b
BSC24-N40G1,BSC24N40G1,7,GND,,datapin_b
BSC24-N40G1,BSC24N40G1,8,HTR,,datapin_b
BSC24-N40G1,BSC24N40G1,9,ABL,,datapin_b
BSC24-N40G1,BSC24N40G1,10,AFC,,datapin_b
BSC25-3504V,BSC253504V,1,COL,,datapin_b
BSC25-3504V,BSC253504V,2,B+110,110.0,datapin_b
BSC25-3504V,BSC253504V,3,NC,,datapin_b
BSC25-3504V,BSC253504V,4,AFC,,datapin_b
BSC25-3504V,BSC253504V,5,GND,,datapin_b
BSC25-3504V,BSC253504V,6,HTR,,datapin_b
BSC25-3504V,BSC253504V,7,ABL,,datapin_b
BSC25-3504V,BSC253504V,8,NP,,datapin_b
BSC25-3504V,BSC253504V,9,180,180.0,datapin_b
BSC24-09G,BSC2409G,1,COL,,datapin_b
BSC24-09G,BSC2409G,2,B+110,110.0,datapin_b
BSC24-09G,BSC2409G,3,NC,,datapin_b
BSC24-09G,BSC2409G,4,AFC,,datapin_b
BSC24-09G,BSC2409G,5,GND,,datapin_b
BSC24-09G,BSC2409G,6,HTR,,datapin_b
BSC24-09G,BSC2409G,7,ABL,,datapin_b
BSC24-09G,BSC2409G,8,NP,,datapin_b
BSC24-09G,BSC2409G,9,NC,,datapin_b
BSC25-N0449,BSC25N0449,1,COL,,datapin_b
BSC25-N0449,BSC25N0449,2,B+110,110.0,datapin_b
BSC25-N0449,BSC25N0449,3,26,26.0,datapin_b
BSC25-N0449,BSC25N0449,4,AFC,,datapin_b
BSC25-N0449,BSC25N0449,5,GND,,datapin_b
BSC25-N0449,BSC25N0449,6,HTR,,datapin_b
BSC25-N0449,BSC25N0449,7,ABL,,datapin_b
BSC25-N0449,BSC25N0449,8,180,180.0,datapin_b
BSC22-68F03,BSC2268F03,1,COL,,datapin_b
BSC22-68F03,BSC2268F03,2,B+110,110.0,datapin_b
BSC22-68F03,BSC2268F03,3,26,26.0,datapin_b
BSC22-68F03,BSC2268F03,4,AFC,,datapin_b
BSC22-68F03,BSC2268F03,5,GND,,datapin_b
BSC22-68F03,BSC2268F03,6,HTR,,datapin_b
BSC22-68F03,BSC2268F03,7,ABL,,datapin_b
BSC22-68F03,BSC2268F03,8,180,180.0,datapin_b
FCM2014FL,FCM2014FL,1,16,16.0,datapin_b
FCM2014FL,FCM2014FL,2,AFC,,datapin_b
FCM2014FL,FCM2014FL,3,HTR,,datapin_b
FCM2014FL,FCM2014FL,4,24,24.0,datapin_b
FCM2014FL,FCM2014FL,5,180,180.0,datapin_b
FCM2014FL,FCM2014FL,6,GND,,datapin_b
FCM2014FL,FCM2014FL,7,BOST,,datapin_b
FCM2014FL,FCM2014FL,8,ABL,,datapin_b
FCM2014FL,FCM2014FL,9,B+110,110.0,datapin_b
FCM2014FL,FCM2014FL,10,COL,,datapin_b
FCM14A025,FCM14A025,1,16,16.0,datapin_b
FCM14A025,FCM14A025,2,AFC,,datapin_b
FCM14A025,FCM14A025,3,HTR,,datapin_b
FCM14A025,FCM14A025,4,24,24.0,datapin_b
FCM14A025,FCM14A025,5,180,180.0,datapin_b
FCM14A025,FCM14A025,6,GND,,datapin_b
FCM14A025,FCM14A025,7,BOST,,datapin_b
FCM14A025,FCM14A025,8,ABL,,datapin_b
FCM14A025,FCM14A025,9,B+110,110.0,datapin_b
FCM14A025,FCM14A025,10,COL,,datapin_b
JF0501-1914,JF05011914,1,180,180.0,datapin_b
JF0501-1914,JF05011914,2,COL,,datapin_b
JF0501-1914,JF05011914,3,AFC,,datapin_b
JF0501-1914,JF05011914,4,B+110,110.0,datapin_b
JF0501-1914,JF05011914,5,12,12.0,datapin_b
JF0501-1914,JF05011914,6,24,24.0,datapin_b
JF0501-1914,JF05011914,7,ABL,,datapin_b
JF0501-1914,JF05011914,8,GND,,datapin_b
JF0501-1914,JF05011914,9,NC,,datapin_b
JF0501-1914,JF05011914,10,HTR,,datapin_b
BSC25-0231,BSC250231,1,180,180.0,datapin_b
BSC25-0231,BSC250231,2,COL,,datapin_b
BSC25-0231,BSC250231,3,AFC,,datapin_b
BSC25-0231,BSC250231,4,B+110,110.0,datapin_b
BSC25-0231,BSC250231,5,12,12.0,datapin_b
BSC25-0231,BSC250231,6,24,24.0,datapin_b
BSC25-0231,BSC250231,7,ABL,,datapin_b
BSC25-0231,BSC250231,8,GND,,datapin_b
BSC25-0231,BSC250231,9,NC,,datapin_b
BSC25-0231,BSC250231,10,HTR,,datapin_b
BSC25-F1125A,BSC25F1125A,1,H1,,datapin_b
BSC25-F1125A,BSC25F1125A,2,COL,,datapin_b
BSC25-F1125A,BSC25F1125A,3,H2,,datapin_b
BSC25-F1125A,BSC25F1125A,4,B+110,110.0,datapin_b
BSC25-F1125A,BSC25F1125A,5,H3,,datapin_b
BSC25-F1125A,BSC25F1125A,6,H4,,datapin_b
BSC25-F1125A,BSC25F1125A,7,GND,,datapin_b
BSC25-F1125A,BSC25F1125A,8,HTR,,datapin_b
BSC25-F1125A,BSC25F1125A,9,ABL,,datapin_b
BSC25-F1125A,BSC25F1125A,10,AFC,,datapin_b
BSC25-N0313,BSC25N0313,1,H1,,datapin_b
BSC25-N0313,BSC25N0313,2,COL,,datapin_b
BSC25-N0313,BSC25N0313,3,H2,,datapin_b
BSC25-N0313,BSC25N0313,4,B+110,110.0,datapin_b
BSC25-N0313,BSC25N0313,5,H3,,datapin_b
BSC25-N0313,BSC25N0313,6,H4,,datapin_b
BSC25-N0313,BSC25N0313,7,GND,,datapin_b
BSC25-N0313,BSC25N0313,8,HTR,,datapin_b
BSC25-N0313,BSC25N0313,9,ABL,,datapin_b
BSC25-N0313,BSC25N0313,10,AFC,,datapin_b
BSC25-2678S,BSC252678S,1,COL,,datapin_b
BSC25-2678S,BSC252678S,2,180,180.0,datapin_b
BSC25-2678S,BSC252678S,3,B+110,110.0,datapin_b
BSC25-2678S,BSC252678S,4,GND,,datapin_b
BSC25-2678S,BSC252678S,5,AFC,,datapin_b
BSC25-2678S,BSC252678S,6,12,12.0,datapin_b
BSC25-2678S,BSC252678S,7,ABL,,datapin_b
BSC25-2678S,BSC252678S,8,HTR,,datapin_b
BSC25-2678S,BSC252678S,9,NC,,datapin_b
BSC25-2678S,BSC252678S,10,NC,,datapin_b
BSC25-023D,BSC25023D,1,COL,,datapin_b
BSC25-023D,BSC25023D,2,180,180.0,datapin_b
BSC25-023D,BSC25023D,3,B+110,110.0,datapin_b
BSC25-023D,BSC25023D,4,GND,,datapin_b
BSC25-023D,BSC25023D,5,AFC,,datapin_b
BSC25-023D,BSC25023D,6,12,12.0,datapin_b
BSC25-023D,BSC25023D,7,ABL,,datapin_b
BSC25-023D,BSC25023D,8,HTR,,datapin_b
BSC25-023D,BSC25023D,9,NC,,datapin_b
BSC25-023D,BSC25023D,10,NC,,datapin_b
BSC25-0113,BSC250113,1,COL,,datapin_b
BSC25-0113,BSC250113,2,180,180.0,datapin_b
BSC25-0113,BSC250113,3,B+110,110.0,datapin_b
BSC25-0113,BSC250113,4,GND,,datapin_b
BSC25-0113,BSC250113,5,AFC,,datapin_b
BSC25-0113,BSC250113,6,12,12.0,datapin_b
BSC25-0113,BSC250113,7,ABL,,datapin_b
BSC25-0113,BSC250113,8,HTR,,datapin_b
BSC25-0113,BSC250113,9,NC,,datapin_b
BSC25-0113,BSC250113,10,NC,,datapin_b
BSC25-N0211,BSC25N0211,1,COL,,datapin_b
BSC25-N0211,BSC25N0211,2,B+110,110.0,datapin_b
BSC25-N0211,BSC25N0211,3,H1,,datapin_b
BSC25-N0211,BSC25N0211,4,AFC,,datapin_b
BSC25-N0211,BSC25N0211,5,GND,,datapin_b
BSC25-N0211,BSC25N0211,6,HTR,,datapin_b
BSC25-N0211,BSC25N0211,7,ABL,,datapin_b
BSC25-N0211,BSC25N0211,8,H2,,datapin_b
BSC25-N0211,BSC25N0211,9,H3,,datapin_b
TFB4125CH,TFB4125CH,1,COL,,datapin_b
TFB4125CH,TFB4125CH,2,B+115,115.0,datapin_b
TFB4125CH,TFB4125CH,3,185,185.0,datapin_b
TFB4125CH,TFB4125CH,4,GND,,datapin_b
TFB4125CH,TFB4125CH,5,NC,,datapin_b
TFB4125CH,TFB4125CH,6,26,26.0,datapin_b
TFB4125CH,TFB4125CH,7,12,12.0,datapin_b
TFB4125CH,TFB4125CH,8,ABL,,datapin_b
TFB4125CH,TFB4125CH,9,HTR,,datapin_b
TFB4125CH,TFB4125CH,10,AFC,,datapin_b
BSC25-05N2135C,BSC2505N2135C,1,COL,,datapin_b
BSC25-05N2135C,BSC2505N2135C,2,B+115,115.0,datapin_b
BSC25-05N2135C,BSC2505N2135C,3,16,16.0,datapin_b
BSC25-05N2135C,BSC2505N2135C,4,AFC,,datapin_b
BSC25-05N2135C,BSC2505N2135C,5,GND,,datapin_b
BSC25-05N2135C,BSC2505N2135C,6,HTR,,datapin_b
BSC25-05N2135C,BSC2505N2135C,7,ABL,,datapin_b
BSC25-05N2135C,BSC2505N2135C,8,NP,,datapin_b
BSC25-05N2135C,BSC2505N2135C,9,180,180.0,datapin_b
BSC25-05N2135C,BSC2505N2135C,10,NP,,datapin_b
FCM-20B061N,FCM20B061N,1,COL,,datapin_b
FCM-20B061N,FCM20B061N,2,B+110,110.0,datapin_b
FCM-20B061N,FCM20B061N,3,GND,,datapin_b
FCM-20B061N,FCM20B061N,4,180,180.0,datapin_b
FCM-20B061N,FCM20B061N,5,NC,,datapin_b
FCM-20B061N,FCM20B061N,6,HTR,,datapin_b
FCM-20B061N,FCM20B061N,7,NC,,datapin_b
FCM-20B061N,FCM20B061N,8,ABL,,datapin_b
FCM-20B061N,FCM20B061N,9,12,12.0,datapin_b
FCM-20B061N,FCM20B061N,10,-12,12.0,datapin_b
JF0601-19577,JF060119577,1,COL,,datapin_b
JF0601-19577,JF060119577,2,B+110,110.0,datapin_b
JF0601-19577,JF060119577,3,GND,,datapin_b
JF0601-19577,JF060119577,4,180,180.0,datapin_b
JF0601-19577,JF060119577,5,NC,,datapin_b
JF0601-19577,JF060119577,6,HTR,,datapin_b
JF0601-19577,JF060119577,7,NC,,datapin_b
JF0601-19577,JF060119577,8,ABL,,datapin_b
JF0601-19577,JF060119577,9,12,12.0,datapin_b
JF0601-19577,JF060119577,10,-12,12.0,datapin_b
DST2010-D91,DST2010D91,1,COL,,datapin_b
DST2010-D91,DST2010D91,2,B+110,110.0,datapin_b
DST2010-D91,DST2010D91,3,GND,,datapin_b
DST2010-D91,DST2010D91,4,NC,,datapin_b
DST2010-D91,DST2010D91,5,180,180.0,datapin_b
DST2010-D91,DST2010D91,6,HTR,,datapin_b
DST2010-D91,DST2010D91,7,NC,,datapin_b
DST2010-D91,DST2010D91,8,ABL,,datapin_b
DST2010-D91,DST2010D91,9,12,12.0,datapin_b
DST2010-D91,DST2010D91,10,-12,12.0,datapin_b
BCS28-2198,BCS282198,1,H1,,datapin_b
BCS28-2198,BCS282198,2,COL,,datapin_b
BCS28-2198,BCS282198,3,H2,,datapin_b
BCS28-2198,BCS282198,4,B+110,110.0,datapin_b
BCS28-2198,BCS282198,5,H3,,datapin_b
BCS28-2198,BCS282198,6,H4,,datapin_b
BCS28-2198,BCS282198,7,GND,,datapin_b
BCS28-2198,BCS282198,8,HTR,,datapin_b
BCS28-2198,BCS282198,9,ABL,,datapin_b
BCS28-2198,BCS282198,10,180,180.0,datapin_b
6174Z-6238L,6174Z6238L,1,COL,,datapin_b
6174Z-6238L,6174Z6238L,2,200,200.0,datapin_b
6174Z-6238L,6174Z6238L,3,B+140,140.0,datapin_b
6174Z-6238L,6174Z6238L,4,GND,,datapin_b
6174Z-6238L,6174Z6238L,5,13,13.0,datapin_b
6174Z-6238L,6174Z6238L,6,-13,13.0,datapin_b
6174Z-6238L,6174Z6238L,7,28,28.0,datapin_b
6174Z-6238L,6174Z6238L,8,ABL,,datapin_b
6174Z-6238L,6174Z6238L,9,HTR,,datapin_b
6174Z-6238L,6174Z6238L,10,AFC,,datapin_b
6174Z-6005U,6174Z6005U,1,COL,,datapin_b
6174Z-6005U,6174Z6005U,2,B+120,120.0,datapin_b
6174Z-6005U,6174Z6005U,3,14,14.0,datapin_b
6174Z-6005U,6174Z6005U,4,-14,14.0,datapin_b
6174Z-6005U,6174Z6005U,5,204,204.0,datapin_b
6174Z-6005U,6174Z6005U,6,28,28.0,datapin_b
6174Z-6005U,6174Z6005U,7,NC,,datapin_b
6174Z-6005U,6174Z6005U,8,ABL,,datapin_b
6174Z-6005U,6174Z6005U,9,HTR,,datapin_b
6174Z-6005U,6174Z6005U,10,NC,,datapin_b
6174V-6006V,6174V6006V,1,COL,,datapin_b
6174V-6006V,6174V6006V,2,180,180.0,datapin_b
6174V-6006V,6174V6006V,3,B+110,110.0,datapin_b
6174V-6006V,6174V6006V,4,GND,,datapin_b
6174V-6006V,6174V6006V,5,NC,,datapin_b
6174V-6006V,6174V6006V,6,24,24.0,datapin_b
6174V-6006V,6174V6006V,7,NC,,datapin_b
6174V-6006V,6174V6006V,8,ABL,,datapin_b
6174V-6006V,6174V6006V,9,HTR,,datapin_b
6174V-6006V,6174V6006V,10,AFC,,datapin_b
154-374A,154374A,1,COL,,datapin_b
154-374A,154374A,2,200,200.0,datapin_b
154-374A,154374A,3,B+125,125.0,datapin_b
154-374A,154374A,4,GND,,datapin_b
154-374A,154374A,5,16,16.0,datapin_b
154-374A,154374A,6,26,26.0,datapin_b
154-374A,154374A,7,45,45.0,datapin_b
154-374A,154374A,8,ABL,,datapin_b
154-374A,154374A,9,HTR,,datapin_b
154-374A,154374A,10,AFC,,datapin_b
JF0501-91802,JF050191802,1,COL,,datapin_b
JF0501-91802,JF050191802,2,180,180.0,datapin_b
JF0501-91802,JF050191802,3,B+130,130.0,datapin_b
JF0501-91802,JF050191802,4,GND,,datapin_b
JF0501-91802,JF050191802,5,NC,,datapin_b
JF0501-91802,JF050191802,6,24,24.0,datapin_b
JF0501-91802,JF050191802,7,NC,,datapin_b
JF0501-91802,JF050191802,8,ABL,,datapin_b
JF0501-91802,JF050191802,9,HTR,,datapin_b
JF0501-91802,JF050191802,10,NC,,datapin_b
BCS25-4004U,BCS254004U,1,COL,,datapin_b
BCS25-4004U,BCS254004U,2,H1,,datapin_b
BCS25-4004U,BCS254004U,3,H2,,datapin_b
BCS25-4004U,BCS254004U,4,GND,,datapin_b
BCS25-4004U,BCS254004U,5,NC,,datapin_b
BCS25-4004U,BCS254004U,6,12.5,12.5,datapin_b
BCS25-4004U,BCS254004U,7,B+140,140.0,datapin_b
BCS25-4004U,BCS254004U,8,ABL,,datapin_b
BCS25-4004U,BCS254004U,9,HTR,,datapin_b
BCS25-4004U,BCS254004U,10,AFC,,datapin_b
BCS25-N1603,BCS25N1603,1,COL,,datapin_b
BCS25-N1603,BCS25N1603,2,180,180.0,datapin_b
BCS25-N1603,BCS25N1603,3,B+108,108.0,datapin_b
BCS25-N1603,BCS25N1603,4,GND,,datapin_b
BCS25-N1603,BCS25N1603,5,AFC,,datapin_b
BCS25-N1603,BCS25N1603,6,12.5,12.5,datapin_b
BCS25-N1603,BCS25N1603,7,ABL,,datapin_b
BCS25-N1603,BCS25N1603,8,HTR,,datapin_b
BCS25-N1603,BCS25N1603,9,NP,,datapin_b
BCS25-N1603,BCS25N1603,10,NP,,datapin_b
FCM-21A004,FCM21A004,1,COL,,datapin_b
FCM-21A004,FCM21A004,2,B+110,110.0,datapin_b
FCM-21A004,FCM21A004,3,NC,,datapin_b
FCM-21A004,FCM21A004,4,195,195.0,datapin_b
FCM-21A004,FCM21A004,5,AFC,,datapin_b
FCM-21A004,FCM21A004,6,ABL,,datapin_b
FCM-21A004,FCM21A004,7,GND,,datapin_b
FCM-21A004,FCM21A004,8,14,14.0,datapin_b
FCM-21A004,FCM21A004,9,NC,,datapin_b
FCM-21A004,FCM21A004,10,24,24.0,datapin_b
BSC23-N0121,BSC23N0121,1,COL,,datapin_b
BSC23-N0121,BSC23N0121,2,180,180.0,datapin_b
BSC23-N0121,BSC23N0121,3,B+110,110.0,datapin_b
BSC23-N0121,BSC23N0121,4,GND,,datapin_b
BSC23-N0121,BSC23N0121,5,12,12.0,datapin_b
BSC23-N0121,BSC23N0121,6,26,26.0,datapin_b
BSC23-N0121,BSC23N0121,7,NC,,datapin_b
BSC23-N0121,BSC23N0121,8,ABL,,datapin_b
BSC23-N0121,BSC23N0121,9,HTR,,datapin_b
BSC23-N0121,BSC23N0121,10,AFC,,datapin_b
6174V-6006E,6174V6006E,1,COL,,datapin_b
6174V-6006E,6174V6006E,2,180,180.0,datapin_b
6174V-6006E,6174V6006E,3,B+110,110.0,datapin_b
6174V-6006E,6174V6006E,4,GND,,datapin_b
6174V-6006E,6174V6006E,5,12,12.0,datapin_b
6174V-6006E,6174V6006E,6,26,26.0,datapin_b
6174V-6006E,6174V6006E,7,NC,,datapin_b
6174V-6006E,6174V6006E,8,ABL,,datapin_b
6174V-6006E,6174V6006E,9,HTR,,datapin_b
6174V-6006E,6174V6006E,10,AFC,,datapin_b
6174V-6006H,6174V6006H,1,COL,,datapin_b
6174V-6006H,6174V6006H,2,180,180.0,datapin_b
6174V-6006H,6174V6006H,3,B+110,110.0,datapin_b
6174V-6006H,6174V6006H,4,GND,,datapin_b
6174V-6006H,6174V6006H,5,12,12.0,datapin_b
6174V-6006H,6174V6006H,6,26,26.0,datapin_b
6174V-6006H,6174V6006H,7,NC,,datapin_b
6174V-6006H,6174V6006H,8,ABL,,datapin_b
6174V-6006H,6174V6006H,9,HTR,,datapin_b
6174V-6006H,6174V6006H,10,AFC,,datapin_b
FA137WJZZ,FA137WJZZ,1,COL,,datapin_b
FA137WJZZ,FA137WJZZ,2,B+130,130.0,datapin_b
FA137WJZZ,FA137WJZZ,3,GND,,datapin_b
FA137WJZZ,FA137WJZZ,4,24,24.0,datapin_b
FA137WJZZ,FA137WJZZ,5,NC,,datapin_b
FA137WJZZ,FA137WJZZ,6,AFC,,datapin_b
FA137WJZZ,FA137WJZZ,7,180,180.0,datapin_b
FA137WJZZ,FA137WJZZ,8,GND,,datapin_b
FA137WJZZ,FA137WJZZ,9,HTR,,datapin_b
FA137WJZZ,FA137WJZZ,10,ABL,,datapin_b
BSC25-0217B,BSC250217B,1,COL,,datapin_b
BSC25-0217B,BSC250217B,2,B+130,130.0,datapin_b
BSC25-0217B,BSC250217B,3,GND,,datapin_b
BSC25-0217B,BSC250217B,4,24,24.0,datapin_b
BSC25-0217B,BSC250217B,5,NC,,datapin_b
BSC25-0217B,BSC250217B,6,AFC,,datapin_b
BSC25-0217B,BSC250217B,7,180,180.0,datapin_b
BSC25-0217B,BSC250217B,8,GND,,datapin_b
BSC25-0217B,BSC250217B,9,HTR,,datapin_b
BSC25-0217B,BSC250217B,10,ABL,,datapin_b
L40B9001,L40B9001,1,COL,,datapin_b
L40B9001,L40B9001,2,B+130,130.0,datapin_b
L40B9001,L40B9001,3,NC,,datapin_b
L40B9001,L40B9001,4,AFC,,datapin_b
L40B9001,L40B9001,5,GND,,datapin_b
L40B9001,L40B9001,6,HTR,,datapin_b
L40B9001,L40B9001,7,GND,,datapin_b
L40B9001,L40B9001,8,ABL,,datapin_b
L40B9001,L40B9001,9,NC,,datapin_b
L40B9001,L40B9001,10,180,180.0,datapin_b
L40B05500,L40B05500,1,COL,,datapin_b
L40B05500,L40B05500,2,B+130,130.0,datapin_b
L40B05500,L40B05500,3,NC,,datapin_b
L40B05500,L40B05500,4,AFC,,datapin_b
L40B05500,L40B05500,5,GND,,datapin_b
L40B05500,L40B05500,6,HTR,,datapin_b
L40B05500,L40B05500,7,GND,,datapin_b
L40B05500,L40B05500,8,ABL,,datapin_b
L40B05500,L40B05500,9,NC,,datapin_b
L40B05500,L40B05500,10,180,180.0,datapin_b
FCM14A032,FCM14A032,1,NC,,datapin_b
FCM14A032,FCM14A032,2,NC,,datapin_b
FCM14A032,FCM14A032,3,GND,,datapin_b
FCM14A032,FCM14A032,4,180,180.0,datapin_b
FCM14A032,FCM14A032,5,15,15.0,datapin_b
FCM14A032,FCM14A032,6,HTR,,datapin_b
FCM14A032,FCM14A032,7,24,24.0,datapin_b
FCM14A032,FCM14A032,8,ABL,,datapin_b
FCM14A032,FCM14A032,9,B+110,110.0,datapin_b
FCM14A032,FCM14A032,10,COL,,datapin_b
FCM2015HE,FCM2015HE,1,NC,,datapin_b
FCM2015HE,FCM2015HE,2,NC,,datapin_b
FCM2015HE,FCM2015HE,3,GND,,datapin_b
FCM2015HE,FCM2015HE,4,180,180.0,datapin_b
FCM2015HE,FCM2015HE,5,15,15.0,datapin_b
FCM2015HE,FCM2015HE,6,HTR,,datapin_b
FCM2015HE,FCM2015HE,7,24,24.0,datapin_b
FCM2015HE,FCM2015HE,8,ABL,,datapin_b
FCM2015HE,FCM2015HE,9,B+110,110.0,datapin_b
FCM2015HE,FCM2015HE,10,COL,,datapin_b
FCK14A006,FCK14A006,1,NC,,datapin_b
FCK14A006,FCK14A006,2,NC,,datapin_b
FCK14A006,FCK14A006,3,GND,,datapin_b
FCK14A006,FCK14A006,4,180,180.0,datapin_b
FCK14A006,FCK14A006,5,15,15.0,datapin_b
FCK14A006,FCK14A006,6,HTR,,datapin_b
FCK14A006,FCK14A006,7,24,24.0,datapin_b
FCK14A006,FCK14A006,8,ABL,,datapin_b
FCK14A006,FCK14A006,9,B+110,110.0,datapin_b
FCK14A006,FCK14A006,10,COL,,datapin_b
JF0501-1206,JF05011206,1,COL,,datapin_b
